station_complex_id,station_complex,borough,ridership,transfers,lat,lon,daily_avg,transfer_ratio
177,Clinton-Washington Avs (C),Brooklyn,111267.0,1044.0,40.68326,-73.965836,5856.1578947368425,0.009
262,"67 Av (M,R)",Queens,109632.0,579.0,40.726524,-73.85272,5770.105263157895,0.005
426,"E 180 St (2,5)",Bronx,109340.0,17949.0,40.841892,-73.87349,5754.736842105263,0.164
36,Bay Ridge Av (R),Brooklyn,109021.0,7044.0,40.634968,-74.02338,5737.9473684210525,0.065
118,3 Av (L),Manhattan,108576.0,5753.0,40.73285,-73.98612,5714.526315789473,0.053
382,Fordham Rd (4),Bronx,108076.0,10822.0,40.862804,-73.90103,5688.210526315789,0.1
340,"Grand Army Plaza (2,3)",Brooklyn,107779.0,2608.0,40.675236,-73.97105,5672.578947368421,0.024
321,18 St (1),Manhattan,107710.0,452.0,40.74104,-73.99787,5668.9473684210525,0.004
213,"Fordham Rd (B,D)",Bronx,106146.0,6877.0,40.861298,-73.89775,5586.631578947368,0.065
329,Rector St (1),Manhattan,105992.0,5667.0,40.70751,-74.01379,5578.526315789473,0.053
336,"Hoyt St (2,3)",Brooklyn,105225.0,4571.0,40.690544,-73.98506,5538.1578947368425,0.043
155,"Cathedral Pkwy (110 St) (C,B)",Manhattan,105068.0,2925.0,40.800602,-73.95816,5529.894736842105,0.028
441,"110 St-Malcolm X Plaza (2,3)",Manhattan,104510.0,5535.0,40.799076,-73.95182,5500.526315789473,0.053
355,"Winthrop St (2,5)",Brooklyn,104156.0,2092.0,40.65665,-73.9502,5481.894736842105,0.02
215,"Tremont Av (B,D)",Bronx,103031.0,9566.0,40.85041,-73.90523,5422.684210526316,0.093
124,Montrose Av (L),Brooklyn,101779.0,487.0,40.70774,-73.93985,5356.789473684211,0.005
129,Halsey St (L),Queens,101216.0,3232.0,40.695602,-73.90408,5327.1578947368425,0.032
381,Kingsbridge Rd (4),Bronx,101071.0,7687.0,40.86776,-73.89717,5319.526315789473,0.076
334,"Clark St (2,3)",Brooklyn,100670.0,252.0,40.697468,-73.99309,5298.421052631579,0.003
188,"Euclid Av (A,C)",Brooklyn,100492.0,10186.0,40.675377,-73.87211,5289.0526315789475,0.101
295,231 St (1),Bronx,100403.0,19924.0,40.878857,-73.90483,5284.368421052632,0.198
255,169 St (F),Queens,99656.0,11200.0,40.71047,-73.7936,5245.0526315789475,0.112
388,167 St (4),Bronx,99421.0,5199.0,40.835537,-73.9214,5232.684210526316,0.052
218,"167 St (B,D)",Bronx,99211.0,5709.0,40.83377,-73.91844,5221.631578947368,0.058
292,Fulton St (G),Brooklyn,97936.0,1139.0,40.68712,-73.97537,5154.526315789473,0.012
TRAM1,RI Tramway (Manhattan),Manhattan,94104.0,37952.0,40.761337,-73.96416,4952.8421052631575,0.403
123,Grand St (L),Brooklyn,93518.0,14042.0,40.711926,-73.94067,4922.0,0.15
68,Bay Pkwy (D),Brooklyn,92955.0,13990.0,40.601875,-73.99373,4892.368421052632,0.151
76,Bay Pkwy (N),Brooklyn,92495.0,6359.0,40.611816,-73.98185,4868.1578947368425,0.069
144,Dyckman St (A),Manhattan,91455.0,1256.0,40.86549,-73.92727,4813.421052631579,0.014
256,Parsons Blvd (F),Queens,91227.0,16854.0,40.707565,-73.80333,4801.421052631579,0.185
241,"15 St-Prospect Park (F,G)",Brooklyn,90808.0,2581.0,40.660366,-73.97949,4779.368421052632,0.028
5,"36 Av (N,W)",Queens,90653.0,1546.0,40.756805,-73.92957,4771.210526315789,0.017
300,191 St (1),Manhattan,90592.0,536.0,40.855225,-73.92941,4768.0,0.006
180,Kingston-Throop Avs (C),Brooklyn,90485.0,2094.0,40.67992,-73.94086,4762.368421052632,0.023
211,"Bedford Park Blvd (B,D)",Bronx,89291.0,7445.0,40.873245,-73.88714,4699.526315789473,0.083
95,"Gates Av (J,Z)",Brooklyn,88183.0,2204.0,40.68963,-73.92227,4641.210526315789,0.025
52,Avenue U (Q),Brooklyn,88006.0,13687.0,40.5993,-73.95593,4631.894736842105,0.156
43,Parkside Av (Q),Brooklyn,87601.0,3501.0,40.655293,-73.961494,4610.578947368421,0.04
154,"116 St (C,B)",Manhattan,86817.0,4584.0,40.805084,-73.95488,4569.315789473684,0.053
107,"Broad St (J,Z)",Manhattan,86672.0,2344.0,40.706474,-74.011055,4561.684210526316,0.027
326,Franklin St (1),Manhattan,86460.0,162.0,40.71932,-74.00689,4550.526315789473,0.002
358,"Newkirk Av-Little Haiti (2,5)",Brooklyn,86201.0,4962.0,40.63997,-73.94841,4536.894736842105,0.058
217,"170 St (B,D)",Bronx,86188.0,4124.0,40.839306,-73.9134,4536.210526315789,0.048
192,Rockaway Blvd (A),Queens,86086.0,24055.0,40.680428,-73.84386,4530.8421052631575,0.279
72,Fort Hamilton Pkwy (N),Brooklyn,86063.0,2786.0,40.631386,-74.00535,4529.631578947368,0.032
291,Clinton-Washington Avs (G),Brooklyn,85980.0,991.0,40.688087,-73.96684,4525.263157894737,0.012
242,"Fort Hamilton Pkwy (F,G)",Brooklyn,84689.0,443.0,40.650784,-73.97578,4457.315789473684,0.005
299,Dyckman St (1),Manhattan,84184.0,840.0,40.86053,-73.92554,4430.736842105263,0.01
TRAM2,RI Tramway (Roosevelt),Manhattan,84132.0,26291.0,40.75734,-73.95412,4428.0,0.312
30,Prospect Av (R),Brooklyn,83604.0,658.0,40.665413,-73.992874,4400.210526315789,0.008
424,"Pelham Pkwy (2,5)",Bronx,83029.0,11025.0,40.857193,-73.867615,4369.9473684210525,0.133
384,Burnside Av (4),Bronx,82519.0,4626.0,40.853455,-73.907684,4343.105263157895,0.056
379,Mosholu Pkwy (4),Bronx,82309.0,4761.0,40.87975,-73.88466,4332.0526315789475,0.058
269,"Northern Blvd (M,R)",Queens,81665.0,12762.0,40.752884,-73.906006,4298.1578947368425,0.156
94,Halsey St (J),Brooklyn,81608.0,2316.0,40.68637,-73.91656,4295.1578947368425,0.028
65,79 St (D),Brooklyn,81594.0,809.0,40.613503,-74.00061,4294.421052631579,0.01
341,"Eastern Pkwy-Brooklyn Museum (2,3)",Brooklyn,81543.0,283.0,40.671986,-73.96438,4291.736842105263,0.003
109,Fresh Pond Rd (M),Queens,81263.0,3874.0,40.706184,-73.895874,4277.0,0.048
430,"Simpson St (2,5)",Bronx,80994.0,10186.0,40.824074,-73.89307,4262.8421052631575,0.126
46,Cortelyou Rd (Q),Brooklyn,79597.0,599.0,40.640926,-73.96389,4189.315789473684,0.008
325,Canal St (1),Manhattan,79250.0,97.0,40.722855,-74.00628,4171.0526315789475,0.001
387,170 St (4),Bronx,78564.0,5700.0,40.840076,-73.91779,4134.9473684210525,0.073
428,"174 St (2,5)",Bronx,78329.0,6288.0,40.837288,-73.88773,4122.578947368421,0.08
59,9 Av (D),Brooklyn,78047.0,2241.0,40.646294,-73.99432,4107.736842105263,0.029
627,"Franklin Av (C,S)",Brooklyn,77963.0,2030.0,40.68099,-73.95634,4103.315789473684,0.026
298,207 St (1),Manhattan,77956.0,11290.0,40.86462,-73.91882,4102.9473684210525,0.145
37,77 St (R),Brooklyn,77055.0,2338.0,40.62974,-74.02551,4055.5263157894738,0.03
182,Ralph Av (C),Brooklyn,76747.0,3368.0,40.67882,-73.920784,4039.315789473684,0.044
210,Norwood-205 St (D),Bronx,76705.0,7381.0,40.87481,-73.87885,4037.1052631578946,0.096
