stop_id,stop_name,stop_lat,stop_lon,access_category,access_category_v2,pedestrian_access_score,pas_v2,detour_factor,reach_ratio_5,reach_ratio_10,area_5min_m2,area_10min_m2,intersection_density_km2,dead_end_ratio,circuity,avg_street_len_m,snap_dist_m,pop_5min_crowflies,pop_5min_network,pop_10min_network,access_gap_pct,transit_share,gtfs_routes,gtfs_trips,crashes_200m,crashes_per_1k_10min,pipeline,suppressed_demand,priority_score
908566,EAST LAKE STATION,33.7652,-84.3129,Good,Good,85.0,78.0,1.5199,0.3758,0.3096,204952.1848,675353.7021,643.0782,0.169,1.3388,43.3474,15.0845,1173.143,362.4304,1565.7288,0.6911,0.0043,1,697,0,0.0,none,0.0028,0.1606
908567,EAST LAKE STATION,33.7652,-84.3134,Good,Good,85.0,75.0,1.5231,0.339,0.3031,184908.3358,661332.3115,634.4509,0.1765,1.0276,34.2189,29.1732,1138.7424,334.4489,1520.0116,0.7063,0.0043,1,687,0,0.0,none,0.0031,0.1782
908475,DECATUR STATION,33.7747,-84.2954,Good,Good,85.0,85.3,1.3767,0.4911,0.5185,267855.9162,1131176.1525,1035.2606,0.2815,1.0814,25.9909,17.2557,1546.0475,730.9431,3009.4697,0.5272,0.0289,1,687,3,0.9969,none,0.0388,0.1359
908476,EDGEWOOD-CANDLER PARK STATION,33.7618,-84.3408,Good,Good,85.0,78.9,1.3893,0.4259,0.4671,232308.5082,1018955.1794,817.6034,0.17,1.0524,28.2181,46.6,1376.2058,620.0523,2551.0267,0.5494,0.0172,2,852,0,0.0,none,0.0221,0.1908
908699,EDGEWOOD-CANDLER PARK STATION,33.7619,-84.3405,Good,Good,85.0,78.0,1.3344,0.3815,0.4723,208096.7759,1030496.4059,908.0452,0.1675,1.0687,25.2692,27.5867,1365.7923,535.6994,2549.2528,0.6078,0.0172,2,862,0,0.0,none,0.0223,0.1925
908700,DECATUR STATION,33.7747,-84.2953,Good,Good,85.0,84.9,1.3767,0.4911,0.5185,267855.9162,1131176.1525,1035.2606,0.2815,1.0814,25.9909,26.4622,1541.2685,730.9431,3009.4697,0.5258,0.0289,1,697,3,0.9969,none,0.0399,0.1396
908709,KENSINGTON STATION,33.7728,-84.2522,Moderate,Good,45.0,73.1,1.4708,0.3607,0.3318,196717.0971,723964.9097,682.3193,0.121,1.0409,42.0762,11.8219,734.0726,256.257,967.2783,0.6509,0.0857,1,687,0,0.0,planned,0.0601,0.0
908634,KENSINGTON STATION,33.7726,-84.2516,Moderate,Moderate,45.0,66.8,1.4745,0.3711,0.355,202392.821,774465.4649,693.4221,0.1333,1.0444,42.097,10.5855,717.038,261.2323,1045.3048,0.6357,0.0857,1,697,0,0.0,planned,0.0929,0.0
908438,AVONDALE STATION,33.7756,-84.2815,Moderate,Moderate,45.0,69.2,1.3986,0.3579,0.4495,195206.6781,980627.3796,483.6132,0.0928,1.0768,40.8792,19.2554,1029.7306,406.014,1784.529,0.6057,0.0289,1,697,3,1.6811,none,0.0674,0.2361
908691,AVONDALE STATION,33.7752,-84.2825,Moderate,Moderate,45.0,68.7,1.2666,0.4836,0.4941,263776.9869,1077898.3723,515.6599,0.1316,1.0674,38.5476,19.3119,1089.2366,564.9939,1965.6571,0.4813,0.0289,1,687,2,1.0175,none,0.0592,0.2073
900586,LAVISTA RD NE @ CITADEL DR NE,33.8173,-84.3485,Good,Moderate,73.2,63.8,1.2467,0.3728,0.3286,203351.7721,716947.6773,859.7549,0.0448,1.1064,29.1204,10.9306,1008.6487,412.6432,1458.8788,0.5909,0.0732,1,525,0,0.0,none,0.1175,0.1768
900587,LAVISTA RD NE @ CHESHIRE BRIDGE RD,33.8179,-84.3497,Good,Moderate,71.2,65.1,1.3018,0.4823,0.4001,263045.8795,872901.6545,1106.4662,0.0596,1.1206,27.9558,2.1715,1160.6583,586.9335,1831.8337,0.4943,0.0732,1,513,0,0.0,none,0.1633,0.2458
902270,BRIARCLIFF RD NE @ 2195,33.8173,-84.3351,Moderate,Moderate,41.7,56.4,1.2263,0.4002,0.3227,218295.7931,704010.5236,620.3318,0.1818,1.261,37.1423,10.9956,1070.4284,431.7999,1208.73,0.5966,0.053,1,267,1,0.8273,none,0.0765,0.1517
902312,BRIARCLIFF RD NE @ SHEFFIELD DR NE,33.8198,-84.3349,Moderate,Poor,44.8,36.2,1.1366,0.4166,0.3427,227222.9572,747678.7721,315.2986,0.2333,1.2606,44.7184,17.2962,716.1025,317.7722,1283.0969,0.5562,0.0418,1,267,1,0.7794,none,0.0461,0.1006
901536,LAVISTA RD NE @ WOODLAND HILLS DR,33.815,-84.3412,Good,Moderate,74.5,69.8,1.1655,0.2315,0.2617,126284.9259,570846.2235,197.4228,0.2,1.2003,65.4892,2.0072,529.0357,124.5359,670.2967,0.7646,0.0418,1,525,0,0.0,none,0.0042,0.0093
901537,LAVISTA RD NE @ BROOKFOREST DR NE,33.8158,-84.3432,Moderate,Moderate,66.9,59.4,1.0795,0.2931,0.3073,159854.303,670347.9099,138.2065,0.1765,1.024,63.5165,14.3571,527.5694,150.9011,800.8427,0.714,0.0418,1,525,0,0.0,none,0.0026,0.0056
901543,N DRUID HILLS RD NE @ LAVISTA RD NE,33.8178,-84.3124,Good,Good,85.0,84.6,1.1186,0.5588,0.3524,304759.2982,768811.3598,806.999,0.0913,1.0918,33.3348,8.2669,787.7163,428.7739,1104.3287,0.4557,0.053,1,273,3,2.7166,none,0.0073,0.0145
901544,N DRUID HILLS RD NE @ LAVISTA RD NE,33.8172,-84.3115,Good,Good,85.0,84.3,1.1485,0.5325,0.3485,290425.802,760322.6539,1085.1826,0.08,1.0947,30.1767,13.1868,750.4273,384.6699,1046.3155,0.4874,0.0053,1,274,3,2.8672,none,0.0006,0.0201
901478,BRIARCLIFF RD NE @ CITADEL DR NE,33.8196,-84.3351,Moderate,Poor,45.5,34.8,1.1366,0.4166,0.3427,227222.9572,747678.7721,315.2986,0.2333,1.2606,44.7184,5.1647,706.9564,317.7722,1283.0969,0.5505,0.0418,1,266,1,0.7794,none,0.0471,0.1028
901547,BRIARCLIFF RD NE @ 2178,33.8171,-84.3352,Moderate,Moderate,42.0,57.9,1.2244,0.4093,0.3242,223228.7717,707352.4304,604.7134,0.1825,1.2449,37.6278,7.9796,1076.2799,460.8809,1213.6024,0.5718,0.0418,1,266,1,0.824,none,0.0669,0.1461
901595,BRIARCLIFF RD NE @ SOUTHLAND VISTA CT,33.8136,-84.3338,Good,Good,85.0,84.9,1.2123,0.3762,0.2914,205161.9967,635678.6949,396.1761,0.1038,1.0779,43.146,15.5924,1308.889,456.8276,1120.4833,0.651,0.0326,2,780,1,0.8925,none,0.0162,0.0422
901596,LAVISTA RD NE @ BRIARCLIFF RD NE,33.8156,-84.3353,Good,Good,85.0,80.4,1.2014,0.4344,0.3103,236925.4718,676995.7573,552.902,0.1719,1.2764,39.768,9.9541,1129.0149,453.1968,1145.8675,0.5986,0.0418,1,513,2,1.7454,none,0.0244,0.0534
901597,LAVISTA RD NE @ VISTA VALLEY DR NE,33.8149,-84.3366,Good,Good,85.0,80.8,1.197,0.3524,0.2817,192178.7167,614585.4694,506.1878,0.1667,1.1473,33.8539,15.5512,873.5747,348.225,1030.3456,0.6014,0.0418,1,513,1,0.9705,none,0.0178,0.0389
901598,LAVISTA RD NE @ BERNADETTE LN NE,33.8141,-84.3388,Good,Moderate,71.2,68.2,1.2279,0.2971,0.2654,162057.3241,578968.6012,202.1098,0.2963,1.195,47.0779,33.9166,538.1311,170.1051,830.5071,0.6839,0.0418,1,513,0,0.0,none,0.0182,0.0398
901488,LAVISTA RD NE @ WOODLAND HILLS DR,33.815,-84.3408,Good,Good,74.4,70.2,1.1611,0.2662,0.2696,145184.2641,588094.7154,146.2239,0.1875,1.1805,67.7768,29.4458,528.4479,144.0407,726.9785,0.7274,0.0418,1,513,0,0.0,none,0.0053,0.0115
901489,LAVISTA RD NE @ BROOKFOREST DR NE,33.8158,-84.3429,Good,Moderate,73.8,67.6,1.0737,0.3203,0.3065,174686.0857,668705.4084,129.548,0.1875,1.0192,64.851,37.2911,525.6757,164.2342,800.1693,0.6876,0.0418,1,513,0,0.0,none,0.0016,0.0035
901534,LAVISTA RD NE @ CITADEL DR NE,33.8172,-84.3471,Moderate,Moderate,59.9,54.1,1.223,0.3824,0.3418,208581.0902,745610.5643,301.9241,0.1061,1.1425,48.0822,8.4605,842.9168,348.4083,1317.0934,0.5867,0.0418,1,513,0,0.0,none,0.0826,0.1804
901710,BRIARCLIFF RD @ SOUTHLAND VISTA CT,33.8139,-84.334,Good,Good,78.3,76.2,1.2174,0.3796,0.2915,207050.4181,636057.8534,396.9512,0.1193,1.0767,42.9081,17.2523,1298.8413,458.1862,1120.8774,0.6472,0.0418,2,791,1,0.8922,none,0.0315,0.0688
901819,LAVISTA RD NE @ VISTA VALLEY DR NE,33.8148,-84.3365,Good,Good,85.0,84.9,1.1998,0.3531,0.2803,192568.1196,611476.0803,522.9535,0.1682,1.1481,33.9165,13.4133,890.2399,348.4191,1024.262,0.6086,0.0418,1,525,1,0.9763,none,0.0141,0.0309
901820,LAVISTA RD NE @ BRIARCLIFF RD NE,33.8155,-84.3351,Good,Good,85.0,84.7,1.146,0.4429,0.3263,241565.6371,711938.4898,559.9583,0.1692,1.2694,40.1256,17.9097,1168.5418,458.1652,1195.2825,0.6079,0.0418,1,525,2,1.6732,none,0.0116,0.0253
901872,LAVISTA RD NE @ BERNADETTE LN NE,33.814,-84.3386,Good,Good,80.4,74.7,1.1991,0.3152,0.264,171893.5893,576033.4188,206.5355,0.2909,1.1936,45.932,8.8249,554.3235,180.4384,828.5747,0.6745,0.0418,1,525,0,0.0,none,0.012,0.0262
902031,N DRUID HILLS RD NE @ 2941,33.8156,-84.3105,Good,Good,85.0,84.5,1.1401,0.4849,0.3674,264484.0967,801629.0259,1221.687,0.044,1.1109,28.5977,5.9196,684.0696,330.9505,1043.6208,0.5162,0.0106,1,273,1,0.9582,none,0.0007,0.017
902032,N DRUID HILLS RD NE @ 2960,33.8155,-84.3101,Good,Good,85.0,84.2,1.144,0.4606,0.3637,251235.5597,793455.296,1261.6876,0.0441,1.1153,27.4688,9.3417,678.3582,314.8971,994.7792,0.5358,0.0053,1,274,1,1.0052,none,0.0005,0.0159
902079,LAWRENCEVILLE HWY @ VALLEY BROOK RD,33.8151,-84.2689,Moderate,Moderate,64.6,57.2,1.0949,0.4704,0.3546,256544.7669,773698.6036,498.4806,0.15,1.2242,44.558,5.4206,908.5731,440.56,1337.9142,0.5151,0.0413,1,280,0,0.0,none,0.0137,0.0316
902080,LAWRENCEVILLE HWY @ ROBINWOOD RD,33.8164,-84.2679,Moderate,Moderate,67.3,59.0,1.2055,0.4366,0.3699,238144.0808,807054.1397,440.6411,0.2289,1.2111,45.8182,10.6976,781.191,355.4876,1367.9876,0.5449,0.0413,1,280,0,0.0,none,0.0672,0.155
902298,LAWRENCEVILLE HWY @ 2505,33.8199,-84.2647,No Infrastructure,No Infrastructure,2.4,4.4,1.128,0.3234,0.3123,176399.0307,681330.9401,390.2546,0.2676,1.3032,46.1722,11.2837,667.4926,216.4956,809.7903,0.6757,0.0413,1,280,1,1.2349,none,0.0176,0.0406
902299,LAWRENCEVILLE HWY @ HARCOURT DR,33.8174,-84.2675,Moderate,Moderate,57.8,48.8,1.1187,0.5024,0.3761,274005.7397,820589.6279,308.7217,0.2065,1.2145,48.362,21.9843,711.4138,351.8501,1209.3417,0.5054,0.0413,1,280,0,0.0,none,0.0251,0.0579
901636,LAWRENCEVILLE @ HARCOURT DR,33.818,-84.2674,Moderate,Moderate,56.3,45.2,1.1,0.5242,0.381,285883.9168,831241.7492,272.0659,0.2151,1.1883,51.3636,7.1402,688.0362,364.1118,1192.7302,0.4708,0.0288,1,273,0,0.0,none,0.0101,0.0391
901637,LAWRENCEVILLE @ ROBINWOOD RD,33.8168,-84.2683,Moderate,Moderate,66.8,58.8,1.1784,0.4248,0.3664,231696.2331,799290.3235,409.827,0.2289,1.2779,45.366,6.5767,754.2967,320.7247,1292.0714,0.5748,0.0288,1,273,0,0.0,none,0.0286,0.1111
901638,LAWRENCEVILLE HWY @ VALLEY BROOK RD,33.8153,-84.2692,Moderate,Moderate,64.7,57.9,1.1538,0.4111,0.3312,224226.7542,722552.0254,557.7745,0.1552,1.2396,43.1653,16.7968,887.9107,394.3175,1276.7022,0.5559,0.0288,1,273,0,0.0,none,0.0215,0.0832
901639,MONTREAL RD @ NOBLE VINES DR,33.8153,-84.2443,Moderate,Moderate,68.7,59.1,1.0827,0.4144,0.2664,226029.2367,581145.3521,317.0358,0.1625,1.234,45.2193,6.0632,3036.8451,1217.2376,2377.1507,0.5992,0.0126,1,274,2,0.8413,none,0.0016,0.0321
901528,MONTREAL RD @ CLARKSTON INDUSTRIAL BLVD,33.8175,-84.2457,No Infrastructure,No Infrastructure,8.4,11.0,1.0843,0.2765,0.2381,150829.7051,519511.5466,331.8774,0.2,1.4092,44.7193,25.6713,2695.4755,923.9165,2007.0228,0.6572,0.0126,1,274,1,0.4983,none,0.0034,0.0674
901529,MONTREAL RD @ JUNEAU CT,33.8189,-84.2474,No Infrastructure,No Infrastructure,0.0,0.0,1.0771,0.2737,0.2139,149287.8031,466690.6004,114.9078,0.2174,1.2261,76.0528,5.0603,1677.2917,480.3185,1556.6164,0.7136,0.0605,1,274,0,0.0,none,0.0263,0.0501
902476,MONTREAL RD @ JUNEAU CT,33.8189,-84.2476,No Infrastructure,No Infrastructure,0.0,0.0,1.0771,0.2737,0.2139,149287.8031,466690.6004,114.9078,0.2174,1.2261,76.0528,12.9373,1656.456,480.3185,1556.6164,0.71,0.0605,1,280,0,0.0,none,0.0263,0.0501
902477,MONTREAL RD @ CLARKSTON INDUSTRIAL BLVD,33.8175,-84.2458,No Infrastructure,No Infrastructure,8.2,10.6,1.0843,0.2765,0.2381,150829.7051,519511.5466,331.8774,0.2,1.4092,44.7193,34.8933,2667.3982,923.9165,2007.0228,0.6536,0.0445,1,280,1,0.4983,none,0.0324,0.0678
902478,MONTREAL RD @ NOBLE VINES DR,33.8152,-84.2445,Moderate,Moderate,68.8,57.9,1.1128,0.392,0.26,213812.3588,567206.8931,334.1596,0.16,1.2169,46.0844,8.5011,3039.9485,1183.3012,2345.4279,0.6107,0.0445,1,280,2,0.8527,none,0.0347,0.0724
901525,E ROCK SPRINGS RD NE @ JOHNSON RD,33.7968,-84.3498,Good,Good,85.0,85.0,1.0751,0.4525,0.5361,246801.6436,1169657.8165,524.8994,0.0273,1.0755,37.1823,11.3895,752.3281,279.4286,1735.3613,0.6286,0.0061,1,266,0,0.0,none,0.0003,0.0078
901835,BRIARCLIFF RD NE @ SHEPHERDS LN NE,33.807,-84.3356,Good,Good,85.0,83.9,1.1474,0.3268,0.3526,178247.9387,769248.3766,663.8499,0.0918,1.0687,34.7288,11.6012,942.7305,285.3951,1332.2055,0.6973,0.0326,2,780,6,4.5038,none,0.0124,0.0322
901836,BRIARCLIFF RD NE @ STEPHENS DR NE,33.8118,-84.3342,Good,Good,85.0,84.7,1.1642,0.2399,0.3084,130860.122,672867.4493,316.9221,0.0588,1.0351,49.7305,17.9706,1036.1639,229.0829,1208.8626,0.7789,0.0418,2,780,1,0.8272,none,0.0145,0.0317
901837,E ROCK SPRINGS RD @ ROCK SPRINGS CR,33.793,-84.3405,Moderate,Moderate,65.0,54.4,1.3174,0.3903,0.3075,212876.0451,670938.1621,209.4257,0.1702,1.1679,64.5563,4.6709,1641.6062,759.3623,1661.0778,0.5374,0.0298,1,266,0,0.0,none,0.0967,0.307
902058,BRIARCLIFF RD @ SHEPHERDS LN,33.8078,-84.3354,Good,Good,85.0,83.9,1.1374,0.3141,0.3228,171294.5574,704259.2009,383.6978,0.1011,1.0677,40.6296,63.12,915.554,271.5197,1202.4716,0.7034,0.0418,2,791,6,4.9897,none,0.0106,0.0232
902218,N DECATUR RD NE @ DOWMAN DR NE,33.7884,-84.3252,Good,Good,85.0,86.6,1.1928,0.5615,0.4546,306259.0414,991687.7697,894.0845,0.164,1.0871,25.2766,5.0658,695.337,433.9125,1340.1561,0.376,0.0043,1,266,2,1.4924,none,0.0008,0.0441
901492,CLIFTON RD NE @ GAMBRELL DR,33.7903,-84.3208,Good,Good,100.0,95.7,1.2289,0.6035,0.512,329155.8507,1116935.9405,1078.0633,0.185,1.0584,24.3321,2.4225,852.1576,553.2694,1636.2115,0.3507,0.0354,2,780,3,1.8335,none,0.0086,0.0207
901560,CLIFTON RD NE @ UPPER GATE DR NE,33.7929,-84.3209,Good,Good,100.0,99.8,1.2672,0.5793,0.5539,315943.3841,1208327.4393,828.8277,0.1345,1.0634,26.7564,9.6093,932.69,571.1475,1817.8677,0.3876,0.0354,2,780,4,2.2004,none,0.0005,0.0013
901561,CLIFTON RD NE @ HAYGOOD DR NE,33.7951,-84.3211,Good,Good,85.0,99.4,1.1917,0.5838,0.5077,318400.5933,1107539.9704,709.3428,0.1422,1.0754,29.6554,5.2477,808.376,511.0523,1744.5428,0.3678,0.0354,2,780,5,2.8661,none,0.001,0.0024
901604,CLIFTON RD NE @ GATEWOOD RD NE,33.7969,-84.3221,Good,Good,85.0,96.8,1.2578,0.3902,0.426,212830.0372,929448.0833,513.916,0.1885,1.1003,32.5265,18.5903,778.7431,295.0768,1427.3598,0.6211,0.0243,2,780,3,2.1018,none,0.0025,0.016
901605,CLIFTON RD NE @ HOUSTON MILL RD NE,33.7982,-84.3233,Good,Good,85.0,92.3,1.4286,0.3515,0.3117,191728.3848,680098.1348,465.1837,0.2336,1.0418,32.2788,13.839,826.0606,277.8229,1015.1203,0.6637,0.0243,2,780,7,6.8957,none,0.0043,0.0276
901494,CLIFTON RD NE @ 1599,33.7993,-84.3245,Good,Good,85.0,91.8,1.6301,0.1521,0.1429,82976.7178,311776.4276,344.2917,0.28,1.3349,52.4752,53.3446,891.1381,159.1467,591.3276,0.8214,0.0354,2,780,8,13.5289,none,0.0013,0.0031
901496,CLIFTON RD NE @ TURNER LN,33.8006,-84.3267,Good,Good,85.0,84.8,1.2429,0.3616,0.2749,197240.956,599818.5794,487.8337,0.1485,1.0921,38.633,11.2004,974.983,374.7799,987.3545,0.6156,0.0354,2,780,2,2.0256,none,0.0144,0.0349
901497,CLIFTON RD NE @ EMORY POINT DR,33.8009,-84.329,Good,Good,83.9,89.1,1.1677,0.2457,0.1951,134012.1081,425611.2008,527.264,0.1711,1.0751,38.5251,2.5571,1022.0847,257.1114,781.8905,0.7484,0.0354,2,780,0,0.0,none,0.0027,0.0065
901606,CLIFTON RD NE @ 1749,33.8012,-84.3306,Good,Good,83.8,88.8,1.1537,0.2694,0.194,146915.9637,423302.0891,378.3668,0.1515,1.0603,46.7821,8.4797,1007.3522,281.9932,830.5702,0.7201,0.0354,2,780,0,0.0,none,0.003,0.0073
902239,CLIFTON RD NE @ OLD BRIARCLIFF WAY,33.8036,-84.3335,Good,Good,85.0,84.1,1.3439,0.3094,0.3045,168737.252,664315.0385,215.1497,0.1224,1.0893,59.8837,7.8726,1104.5921,341.1764,1224.5259,0.6911,0.0354,2,780,2,1.6333,none,0.0343,0.083
902173,CLIFTON RD NE @ BILTMORE DR NE,33.805,-84.3349,Good,Good,85.0,84.6,1.2802,0.3438,0.3196,187513.4106,697366.7795,339.2478,0.0641,1.0741,39.8483,13.7634,1063.0161,367.7968,1242.4579,0.654,0.0326,2,780,5,4.0243,none,0.0276,0.0719
902174,CLIFTON RD NE @ BRIARCLIFF RD NE,33.806,-84.3359,Good,Good,85.0,82.5,1.1394,0.4056,0.3553,221214.0437,775219.2912,572.0587,0.1074,1.0719,32.688,5.8462,961.0073,397.4934,1366.1603,0.5864,0.0326,2,780,6,4.3919,none,0.0121,0.0316
902175,BRIARCLIFF RD NE @ BRIAR VISTA TER NE,33.8093,-84.3343,Good,Good,85.0,81.4,1.0792,0.2576,0.278,140521.6431,606585.7876,482.1939,0.1216,1.0839,40.7589,57.9812,896.2439,205.0103,1013.0214,0.7713,0.0326,2,780,1,0.9871,none,0.0021,0.0055
902283,E ROCK SPRINGS RD NE @ CUMBERLAND RD NE,33.7951,-84.3446,Good,Good,71.7,70.4,1.2142,0.4135,0.4286,225514.8839,935159.3634,154.0619,0.1026,1.0445,75.3485,4.717,1353.1319,566.7674,2158.3862,0.5811,0.0873,1,267,0,0.0,none,0.1175,0.1609
902284,E ROCK SPRINGS RD NE @ MARKAN DR NE,33.7943,-84.3431,Good,Moderate,71.7,68.6,1.1673,0.4586,0.3588,250101.738,782880.5259,229.1483,0.1833,1.1298,68.4291,12.6009,1568.0313,790.802,1975.1649,0.4957,0.0873,1,267,0,0.0,none,0.0791,0.1084
902285,E ROCK SPRINGS RD NE @ ROCK SPRINGS CIR NE,33.793,-84.3405,Moderate,Moderate,65.0,53.3,1.3174,0.3903,0.3075,212876.0451,670938.1621,209.4257,0.1702,1.1679,64.5563,6.6975,1632.5733,759.3623,1661.0778,0.5349,0.0298,1,267,0,0.0,none,0.099,0.3144
902176,E ROCK SPRINGS RD NE @ N DECATUR RD NE,33.7915,-84.339,Good,Good,85.0,83.0,1.2384,0.2728,0.3781,148797.0329,824935.6211,332.4166,0.1321,1.1588,52.8662,9.8572,1287.2546,468.1579,1677.2036,0.6363,0.0298,1,267,0,0.0,none,0.0276,0.0878
902177,N DECATUR RD NE @ BRIARCLIFF RD NE,33.791,-84.3381,Good,Good,85.0,83.2,1.167,0.4849,0.4092,264454.4324,892733.3891,207.4341,0.125,1.2286,67.7473,5.5142,1080.6688,522.7403,1744.1817,0.5163,0.0298,1,267,0,0.0,none,0.0164,0.052
902178,N DECATUR RD NE @ SPRINGDALE RD NE,33.7901,-84.3351,Good,Good,85.0,84.4,1.1449,0.3034,0.4167,165486.8884,909204.9102,406.4873,0.0625,1.0175,39.6504,37.9542,600.4268,178.2554,1181.9775,0.7031,0.0298,1,267,1,0.846,none,0.0078,0.0249
902179,N DECATUR RD NE @ OXFORD RD NE,33.7892,-84.333,Good,Good,85.0,84.4,1.1404,0.2962,0.4306,161547.9124,939496.1817,410.4842,0.04,1.0285,38.9276,3.9377,472.7533,141.0046,1152.2285,0.7017,0.0298,1,267,2,1.7358,completed,0.007,0.0
902287,N DECATUR RD NE @ OAKDALE RD NE,33.7887,-84.332,Good,Good,85.0,84.5,1.2263,0.3536,0.3931,192856.7222,857677.8662,380.4815,0.1319,1.0379,37.6112,2.2038,481.5566,169.3822,937.8784,0.6483,0.0043,1,267,1,1.0662,none,0.0005,0.0289
901724,N DECATUR RD NE @ LULLWATER RD,33.7875,-84.3282,Good,Good,85.0,86.4,1.207,0.3394,0.378,185110.2134,824576.9066,520.9521,0.259,1.1348,27.3909,17.6981,562.5945,195.1845,1014.398,0.6531,0.0043,1,267,0,0.0,none,0.0005,0.0289
901725,N DECATUR RD @ WASH LIVELY CIR,33.792,-84.2835,Good,Good,85.0,82.8,1.256,0.5474,0.53,298560.9102,1156261.2549,749.1004,0.1319,1.1307,33.2452,12.6264,1105.3572,668.9027,2340.1904,0.3949,0.0945,1,267,5,2.1366,none,0.0893,0.116
901796,N DECATUR RD NE @ S OXFORD RD NE,33.7882,-84.3259,Good,Good,85.0,86.0,1.2123,0.5421,0.4494,295669.9138,980340.7882,870.6572,0.1785,1.0964,25.6436,8.3705,667.0657,394.3687,1281.8222,0.4088,0.0043,1,267,2,1.5603,completed,0.0008,0.0
901797,N DECATUR RD NE @ 1641,33.7883,-84.3233,Good,Good,85.0,90.2,1.2761,0.4729,0.426,257906.9745,929352.6486,1032.4106,0.1181,1.0852,25.5863,6.7715,705.4352,360.7289,1303.6566,0.4886,0.0043,1,267,1,0.7671,none,0.0008,0.0482
901726,N DECATUR RD NE @ HEALTHGATE DR,33.7902,-84.3178,Good,Good,85.0,93.8,1.387,0.6051,0.4533,330037.671,988960.0357,505.257,0.1481,1.3577,43.8231,27.1713,721.8351,398.1601,1214.3628,0.4484,0.0043,1,525,0,0.0,none,0.0006,0.0327
901727,N DECATUR RD NE @ RIDGEWOOD DR NE,33.7913,-84.3162,Good,Good,85.0,84.8,1.2479,0.7246,0.4368,395185.3073,953027.7123,609.3783,0.1692,1.2783,36.2978,17.3811,639.6604,464.3353,1168.0897,0.2741,0.0043,1,525,1,0.8561,none,0.001,0.0557
901728,N DECATUR RD NE @ PRINCETON WAY,33.7921,-84.312,Good,Good,85.0,87.9,1.1199,0.3879,0.385,211560.5795,839876.5603,612.6846,0.0635,1.3167,53.4821,6.4679,574.5831,198.6593,1097.4701,0.6543,0.0243,1,525,0,0.0,none,0.0018,0.0116
901729,N DECATUR RD @ HAYGOOD DR,33.7921,-84.3147,Good,Good,85.0,90.1,1.1621,0.5224,0.4154,284940.793,906162.6794,496.8275,0.1912,1.2272,39.4453,1.9524,556.1155,307.6597,1096.1012,0.4468,0.0354,1,513,1,0.9123,none,0.0067,0.0162
901840,N DECATUR RD NE @ RIDGEWOOD DR,33.7912,-84.3165,Good,Good,85.0,82.3,1.2434,0.7137,0.4405,389272.1046,961092.2616,632.2751,0.1667,1.2874,35.8211,3.7998,655.0362,459.6294,1183.18,0.2983,0.0354,1,513,1,0.8452,none,0.0267,0.0646
901842,N DECATUR RD NE @ HEALTHGATE DR,33.7898,-84.3186,Good,Good,85.0,92.2,1.5414,0.3963,0.3947,216145.5467,861169.1769,612.1613,0.2105,1.3391,37.2388,16.8555,747.0913,255.8256,1114.2591,0.6576,0.0043,1,513,0,0.0,none,0.0006,0.0361
901843,N DECATUR RD @ 1660,33.7883,-84.3236,Good,Good,85.0,90.5,1.2673,0.5105,0.4333,278418.279,945208.3705,1024.3402,0.1348,1.0997,24.812,14.2806,712.0418,401.9614,1316.4712,0.4355,0.0043,1,266,1,0.7596,none,0.0008,0.0458
901730,N DECATUR RD @ LULLWATER RD,33.7875,-84.3288,Good,Good,85.0,85.9,1.1652,0.3086,0.3565,168305.9686,777802.2259,629.8916,0.2238,1.1301,23.2415,11.0009,543.9838,161.6884,920.8242,0.7028,0.0043,1,266,0,0.0,none,0.0003,0.0151
901572,N DECATUR RD NE @ OAKDALE RD,33.7886,-84.3317,Good,Good,85.0,83.8,1.2398,0.3142,0.4073,171389.1919,888555.922,394.5424,0.1304,1.0468,39.1527,2.9589,486.6562,151.4367,980.224,0.6888,0.0043,1,266,1,1.0202,none,0.0006,0.036
901573,N DECATUR RD @ OXFORD RD,33.7892,-84.3327,Good,Good,85.0,84.6,1.1445,0.3074,0.4316,167652.0909,941560.3424,451.5627,0.0256,1.0361,37.8478,6.0336,473.6412,146.4492,1147.9849,0.6908,0.0043,1,266,2,1.7422,completed,0.0004,0.0
901619,N DECATUR RD @ SPRINGDALE RD,33.79,-84.3342,Good,Good,85.0,84.5,1.1668,0.2618,0.4048,142763.2752,883220.6818,482.1659,0.04,1.0186,38.1419,11.3091,505.1878,135.4245,1144.3125,0.7319,0.0298,1,266,1,0.8739,none,0.0095,0.0301
901620,N DECATUR RD NE @ BRIARCLIFF RD NE,33.791,-84.3379,Good,Good,85.0,84.8,1.1582,0.4849,0.4084,264454.4324,891089.2749,207.4341,0.125,1.2286,67.7473,9.3146,1051.3603,522.7403,1737.7616,0.5028,0.0298,1,266,0,0.0,none,0.0131,0.0416
901509,N DECATUR RD @ E ROCK SPRINGS RD,33.7914,-84.3389,Good,Good,85.0,82.8,1.2384,0.2728,0.3781,148797.0329,824935.6211,332.4166,0.1321,1.1588,52.8662,7.2892,1258.1973,468.1579,1677.2036,0.6279,0.0298,1,266,0,0.0,none,0.028,0.0888
